rmssd, sdnn , pnn50, bpm, spo2, activity, label
 19.9,  22.6,   4.1,  83, 96.3,        0,     2
 14.1,  16.3,   8.4, 110, 95.8,        0,     2
 36.7,  44.2,  11.9,  74, 97.5,        0,     1
 47.5,  62.2,  20.6,  72, 96.7,        1,     0
 24.3,  27.5,   0.0,  87, 95.4,        0,     2
 12.4,  14.6,   5.2,  99, 98.8,        0,     2
 49.7,  63.9,  14.9,  86, 98.7,        0,     1
 35.2,  41.1,   9.6,  69, 98.6,        0,     1
 67.4,  88.0,  23.6,  56, 98.9,        1,     0
 21.3,  22.4,   2.3,  87, 96.8,        1,     2
 63.0,  71.0,  36.3,  54, 98.4,        0,     0
 57.3,  76.2,  31.4,  75, 97.5,        1,     0
 60.7,  80.8,  15.7,  65, 97.8,        0,     0
 45.2,  50.5,  37.9,  62, 98.5,        1,     0
 17.2,  19.0,   0.0,  78, 96.7,        0,     2
 51.4,  65.2,  36.4,  60, 97.9,        0,     0
 55.1,  62.3,  44.3,  68, 98.0,        0,     0
 25.7,  32.8,  16.6,  73, 97.6,        0,     1
 32.9,  40.4,  14.5,  77, 98.3,        1,     1
 27.2,  32.1,  14.6,  87, 96.2,        0,     1
 11.5,  14.0,   5.6,  91, 99.0,        0,     2
 19.8,  22.6,   0.0,  98, 96.6,        0,     2
 25.3,  30.6,  16.9,  72, 97.1,        1,     1
 55.1,  66.2,  26.2,  63, 97.4,        0,     0
 54.3,  58.6,  28.8,  61, 96.9,        0,     0
 36.0,  38.6,  49.3,  70, 98.7,        0,     0
 34.4,  41.7,   9.0,  80, 98.0,        0,     1
 27.4,  34.0,   9.5,  83, 96.4,        0,     2
 33.5,  40.9,  13.4,  70, 97.1,        1,     1
 39.3,  48.3,  30.0,  60, 97.4,        0,     0
 35.8,  44.9,  12.9,  75, 98.1,        1,     1
 35.9,  40.5,  11.0,  72, 97.0,        0,     1
 27.1,  30.7,  13.2,  66, 97.3,        0,     1
 45.2,  58.6,  15.5,  71, 97.1,        1,     1
 26.4,  29.4,  11.8,  99, 98.4,        0,     2
 23.0,  26.5,   6.6,  82, 97.1,        0,     2
 28.9,  33.8,   5.5,  67, 96.4,        0,     1
 33.6,  42.5,  12.5,  58, 98.0,        0,     1
 52.8,  58.2,  31.1,  53, 97.8,        0,     0
 25.8,  29.4,   3.2,  97, 94.8,        1,     2
 21.4,  25.5,  20.3,  71, 98.0,        0,     1
 27.4,  31.6,  22.0,  60, 97.3,        1,     1
 61.8,  68.4,  46.0,  63, 98.7,        0,     0
 19.9,  23.2,   8.0,  95, 97.7,        0,     2
 34.1,  42.9,   6.1,  67, 96.6,        2,     1
 62.0,  67.3,  52.9,  68, 98.0,        0,     0
 79.5,  88.9,  23.3,  60, 98.3,        0,     0
 68.2,  74.5,  36.1,  63, 98.3,        1,     0
 30.2,  39.2,  29.6,  61, 97.8,        0,     0
 50.8,  55.3,  24.3,  63, 98.5,        1,     0
 20.1,  22.3,   9.6,  76, 95.3,        0,     2
 51.5,  61.3,  41.1,  67, 98.0,        0,     0
 69.3,  92.2,  27.6,  58, 98.6,        0,     0
 93.3, 104.6,  29.2,  56, 97.9,        1,     0
 70.8,  86.1,  24.0,  69, 98.8,        0,     0
 14.0,  16.0,  11.7,  65, 97.0,        2,     1
 24.8,  27.1,   8.9,  86, 96.5,        0,     2
 29.5,  31.6,  13.8,  79, 96.3,        1,     1
 44.2,  52.0,   6.6,  76, 97.8,        1,     1
 40.5,  46.6,  32.1,  73, 98.5,        1,     0
 53.7,  59.7,  35.1,  63, 98.4,        0,     0
 60.7,  74.3,  32.2,  60, 97.8,        0,     0
 37.3,  40.7,  17.3,  70, 97.2,        0,     1
 21.0,  24.5,   4.6,  88, 97.0,        0,     2
 58.7,  70.5,  24.9,  67, 98.2,        0,     0
  6.7,   8.3,  17.4,  95, 96.6,        0,     2
 65.7,  79.2,  27.9,  67, 98.3,        0,     0
 29.7,  37.1,  13.8,  67, 97.5,        2,     1
 14.0,  16.0,  16.1,  84, 97.3,        0,     1
 11.2,  13.1,  10.8, 106, 95.0,        0,     2
 84.1, 113.2,  42.2,  55, 97.6,        0,     0
 37.3,  39.6,  31.5,  58, 98.7,        1,     0
 54.4,  57.6,  29.6,  57, 99.0,        0,     0
 49.6,  56.5,  26.9,  57, 98.6,        0,     0
 11.4,  13.2,   6.5,  97, 97.2,        0,     2
 62.0,  81.7,  33.4,  72, 98.0,        1,     0
 21.3,  27.0,  17.1,  80, 96.6,        1,     1
 14.2,  17.7,  10.8, 101, 97.4,        0,     2
 65.1,  85.4,  23.3,  69, 98.4,        0,     0
 79.9,  92.9,  21.5,  53, 97.8,        0,     0
 27.1,  32.9,  22.7,  75, 97.9,        0,     1
 42.8,  53.5,  31.8,  71, 97.3,        0,     0
 15.4,  17.1,   4.2,  75, 97.3,        0,     2
 32.3,  37.5,   6.5,  72, 96.4,        0,     1
 53.7,  60.0,  22.8,  57, 97.8,        0,     0
 34.3,  42.1,  35.1,  80, 99.0,        0,     0
 37.5,  40.9,  12.4,  75, 96.9,        2,     1
 43.6,  50.1,   7.6,  78, 97.6,        1,     1
 29.2,  36.3,  18.5,  87, 98.5,        0,     1
 50.1,  55.3,  18.5,  66, 98.1,        0,     1
 70.2,  89.3,  31.0,  73, 98.3,        0,     0
 34.7,  39.8,  36.3,  62, 97.8,        0,     0
 26.1,  28.1,   9.5,  87, 98.7,        1,     1
  8.6,  10.4,   3.2,  90, 97.8,        0,     2
 48.2,  53.5,  12.4,  60, 97.6,        2,     1
 47.4,  56.8,   9.8,  63, 97.0,        0,     1
 41.5,  52.6,  41.9,  67, 97.9,        0,     0
 35.9,  41.2,  10.2,  64, 98.5,        1,     1
 17.0,  19.2,   5.5,  68, 97.8,        1,     2
 22.3,  23.8,   9.0,  85, 95.9,        0,     2
 37.0,  44.2,   7.8,  65, 96.9,        0,     1
 56.0,  68.7,  31.1,  68, 97.9,        0,     0
 11.2,  13.7,   4.7,  91, 96.7,        0,     2
 52.1,  62.9,  18.8,  69, 98.4,        0,     0
 25.5,  28.9,   8.5,  68, 97.7,        0,     2
 22.6,  25.9,  24.7,  77, 98.6,        0,     1
 34.5,  41.3,   6.1,  79, 97.8,        0,     2
 52.1,  59.5,  36.2,  79, 97.3,        0,     0
 20.2,  26.0,   3.0,  71, 97.8,        1,     1
 53.9,  64.1,  31.6,  53, 98.2,        0,     0
 16.2,  18.0,   4.7,  71, 96.6,        2,     2
 11.3,  13.2,   1.9,  79, 98.0,        0,     2
 43.0,  55.3,  18.4,  61, 97.7,        1,     1
 26.4,  34.0,  26.6,  60, 97.6,        0,     1
 62.0,  65.6,  27.8,  67, 98.5,        0,     0
 18.6,  20.4,  21.8,  70, 99.1,        2,     1
 46.7,  63.0,  31.4,  64, 98.9,        0,     0
 28.8,  37.4,   5.2,  83, 96.7,        0,     1
  8.1,   9.4,   9.6,  84, 97.2,        0,     2
 74.7,  99.5,  50.5,  61, 98.0,        0,     0
 25.8,  29.0,  17.5,  80, 97.6,        1,     1
 78.6,  97.8,  36.4,  67, 97.6,        0,     0
 43.1,  46.1,  13.4,  75, 97.8,        0,     1
 26.5,  28.4,  11.4,  80, 96.9,        2,     2
  4.9,   5.9,   4.1,  88, 97.1,        0,     2
 58.6,  66.4,  23.9,  52, 98.2,        2,     0
 19.3,  22.4,  16.8,  66, 97.8,        0,     1
 15.4,  16.9,  25.0,  72, 98.4,        2,     1
 41.3,  53.2,   3.7,  71, 97.9,        0,     1
 22.6,  24.9,  10.9,  68, 97.6,        1,     2
 26.4,  32.3,   4.4,  83, 96.5,        1,     1
 17.9,  21.0,   0.0, 117, 97.7,        0,     2
 40.5,  45.6,  17.2,  73, 97.2,        1,     1
 41.1,  44.5,   2.0,  67, 98.3,        1,     1
 24.7,  28.8,   5.1,  98, 95.5,        1,     2
 16.1,  19.8,   7.4, 100, 96.5,        0,     2
 15.3,  18.0,  10.7,  98, 97.4,        1,     2
 64.4,  73.9,  26.8,  56, 98.4,        1,     0
 19.0,  20.0,  10.9,  61, 96.8,        0,     1
 57.0,  69.9,  38.1,  67, 97.7,        0,     0
 35.3,  41.9,  11.6,  72, 98.5,        0,     1
 28.0,  30.0,  35.4,  70, 98.6,        0,     0
 15.6,  18.5,  13.0, 112, 96.2,        1,     2
 44.0,  51.4,  35.4,  57, 98.7,        0,     0
 24.6,  28.7,   6.0, 103, 95.9,        0,     2
 17.5,  19.5,   4.2, 102, 96.6,        2,     2
 62.8,  75.8,  24.1,  73, 98.5,        0,     0
 23.2,  25.4,   0.7,  68, 95.5,        0,     2
 18.8,  22.1,   8.5,  83, 96.6,        0,     2
 19.0,  22.4,   6.5,  95, 96.4,        1,     2
 74.3,  92.0,  32.6,  74, 97.5,        0,     0
 31.0,  32.9,  26.8,  55, 97.3,        0,     0
 44.1,  47.2,  19.5,  70, 98.8,        0,     0
 16.6,  17.8,  24.0,  75, 96.8,        0,     1
 16.5,  17.8,  11.2,  78, 98.4,        0,     1
 31.3,  37.3,  19.6,  69, 97.4,        2,     1
 41.6,  43.8,  15.3,  83, 97.9,        0,     1
 69.5,  81.4,  35.7,  55, 99.0,        0,     0
 36.0,  38.3,  28.2,  60, 97.8,        2,     0
 61.2,  77.3,  36.0,  55, 97.7,        0,     0
 40.7,  45.3,  37.0,  70, 98.0,        0,     0
 15.7,  16.9,   5.5,  91, 96.1,        0,     2
 39.8,  50.7,  32.8,  56, 97.8,        0,     0
 10.0,  11.7,   6.5,  71, 95.5,        0,     2
 34.2,  38.5,  23.0,  54, 98.1,        1,     0
 52.5,  69.0,  22.0,  60, 98.4,        0,     0
 20.2,  25.0,   4.5,  69, 96.2,        0,     2
 28.3,  30.5,   7.1,  76, 98.3,        1,     1
 21.3,  25.7,   0.0,  87, 97.6,        2,     2
 12.3,  13.6,   7.5,  95, 96.7,        0,     2
 14.6,  16.0,   5.5,  97, 96.3,        0,     2
 46.9,  50.7,  19.6,  61, 97.2,        0,     0
 13.4,  15.3,  13.9,  70, 97.4,        0,     2
 18.3,  20.6,  11.9,  87, 96.5,        0,     2
 13.3,  16.0,   7.0,  98, 96.1,        2,     2
 20.8,  22.3,  12.2,  58, 96.9,        0,     1
 21.3,  23.0,   9.4, 104, 99.0,        0,     2
 33.7,  36.2,  12.2,  76, 97.4,        0,     1
 15.9,  19.3,   7.8,  95, 97.7,        0,     2
 22.4,  26.7,  14.9,  62, 97.0,        2,     1
 44.6,  55.7,   5.8,  73, 97.8,        1,     1
 28.0,  30.0,  21.4,  71, 98.5,        1,     0
 28.0,  30.0,  42.7,  70, 98.0,        1,     0
 14.2,  16.4,   6.5, 104, 98.1,        0,     2
 25.8,  31.8,   6.3,  72, 97.8,        0,     2
 40.3,  42.6,  13.7,  68, 97.8,        1,     1
 18.1,  21.6,   0.0,  69, 96.9,        1,     2
 51.8,  62.5,  22.8,  50, 98.6,        2,     0
 41.3,  55.7,  33.6,  59, 98.9,        1,     0
 40.4,  49.4,  19.1,  74, 97.3,        1,     1
 25.5,  32.9,  17.8,  79, 97.8,        0,     1
 31.9,  36.7,  10.5,  65, 97.8,        1,     1
 23.6,  29.9,  30.0,  78, 97.3,        0,     1
  8.6,   9.1,   9.9,  98, 97.1,        0,     2
 44.4,  47.4,  36.5,  54, 98.2,        0,     0
 53.2,  67.2,  47.5,  56, 97.4,        0,     0
 16.5,  19.0,   5.3,  87, 96.5,        0,     2
 45.4,  56.2,  32.0,  72, 98.3,        0,     0
 36.2,  45.0,  48.2,  79, 98.7,        0,     0
 41.1,  46.2,  20.4,  50, 97.6,        1,     0
 16.6,  19.5,   8.5,  80, 96.0,        1,     2
 35.0,  40.6,  18.1,  85, 97.4,        0,     1
 69.9,  86.4,  26.7,  64, 98.8,        0,     0
 63.8,  68.5,  10.0,  57, 98.7,        0,     0
 40.9,  47.8,  19.1,  79, 97.3,        2,     1
 17.4,  19.5,   6.5,  79, 97.4,        0,     2
 45.3,  48.4,  23.5,  65, 98.6,        0,     0
 54.5,  66.0,  35.0,  71, 96.6,        1,     0
 57.9,  65.4,  28.7,  61, 97.2,        0,     0
 23.4,  27.2,  13.0,  73, 97.6,        1,     1
 43.9,  58.7,  34.9,  59, 97.7,        0,     0
 27.0,  31.7,  18.9,  76, 96.2,        0,     1
 53.8,  64.3,  34.9,  55, 97.5,        1,     0
 35.7,  39.9,   5.5,  76, 96.3,        0,     1
 63.1,  75.9,  28.0,  51, 96.6,        0,     0
 19.5,  21.7,  18.4,  66, 97.8,        0,     1
 21.5,  23.9,   5.2,  86, 95.7,        0,     2
 22.4,  27.0,   9.4,  97, 96.0,        2,     2
 21.7,  25.1,   0.0,  93, 98.2,        0,     2
 26.4,  33.6,  12.4,  64, 98.4,        1,     1
 26.2,  29.3,   9.3,  80, 96.6,        0,     2
 54.4,  70.2,  29.3,  75, 98.1,        0,     0
 24.3,  27.9,   8.3,  90, 96.6,        0,     2
 31.9,  33.8,   3.5,  89, 98.4,        0,     1
 41.8,  52.4,  45.2,  47, 98.2,        1,     0
 15.0,  17.2,   2.2,  90, 98.0,        0,     2
 27.8,  34.7,   2.0,  92, 98.3,        1,     1
 28.6,  35.8,  23.1,  85, 97.2,        0,     1
 18.7,  24.2,  12.6,  83, 97.5,        1,     1
 49.4,  54.3,  14.9,  78, 97.7,        0,     1
 59.4,  64.6,  34.5,  57, 98.6,        0,     0
 45.8,  49.2,  33.2,  72, 98.2,        0,     0
 17.4,  20.2,   1.9,  85, 98.3,        0,     2
 18.7,  22.8,  13.4,  78, 95.2,        0,     2
 58.4,  76.1,  22.1,  57, 98.2,        0,     0
 24.3,  29.0,   7.0,  81, 98.6,        0,     2
 60.7,  74.7,  18.5,  72, 96.6,        2,     0
 87.8,  93.4,  41.4,  63, 98.5,        0,     0
 51.2,  56.7,  23.3,  51, 98.1,        0,     0
